Unnamed: 0,HGNC,Ensembl_ID,pathway_id,pathway_name,KEGG_ID,Level_0,Level_1,Level_2,Level_3,Level_4
4529,OR4A16,ENSG00000181961,R-HSA-9752946,Expression and translocation of olfactory receptors,81327,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81327 (OR4A16),,
4530,OR4A47,ENSG00000237388,R-HSA-9752946,Expression and translocation of olfactory receptors,403253,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 403253 (OR4A47),,
4531,OR4B1,ENSG00000175619,R-HSA-9752946,Expression and translocation of olfactory receptors,119765,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119765 (OR4B1),,
4532,OR4C3,ENSG00000176547,R-HSA-9752946,Expression and translocation of olfactory receptors,256144,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 256144 (OR4C3),,
4533,OR4C5,ENSG00000176540,R-HSA-9752946,Expression and translocation of olfactory receptors,79346,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79346 (OR4C5),,
4534,OR4C6,ENSG00000181903,R-HSA-9752946,Expression and translocation of olfactory receptors,219432,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219432 (OR4C6),,
4535,OR4C11,ENSG00000172188,R-HSA-9752946,Expression and translocation of olfactory receptors,219429,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219429 (OR4C11),,
4536,OR4C12,ENSG00000221954,R-HSA-9752946,Expression and translocation of olfactory receptors,283093,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283093 (OR4C12),,
4537,OR4C13,ENSG00000258817,R-HSA-9752946,Expression and translocation of olfactory receptors,283092,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283092 (OR4C13),,
4538,OR4C15,ENSG00000181939,R-HSA-9752946,Expression and translocation of olfactory receptors,81309,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81309 (OR4C15),,
4539,OR4C16,ENSG00000279514,R-HSA-9752946,Expression and translocation of olfactory receptors,219428,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219428 (OR4C16),,
4540,OR4D2,ENSG00000255713,R-HSA-9752946,Expression and translocation of olfactory receptors,124538,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 124538 (OR4D2),,
4541,OR4D5,ENSG00000171014,R-HSA-9752946,Expression and translocation of olfactory receptors,219875,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219875 (OR4D5),,
4542,OR4D9,ENSG00000172742,R-HSA-9752946,Expression and translocation of olfactory receptors,390199,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390199 (OR4D9),,
4543,OR4D10,ENSG00000254466,R-HSA-9752946,Expression and translocation of olfactory receptors,390197,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390197 (OR4D10),,
4544,OR4E2,ENSG00000221977,R-HSA-9752946,Expression and translocation of olfactory receptors,26686,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26686 (OR4E2),,
4545,OR4F5,ENSG00000186092,R-HSA-9752946,Expression and translocation of olfactory receptors,81099,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81099 (OR4F17),,
4546,OR4F17,ENSG00000176695,R-HSA-9752946,Expression and translocation of olfactory receptors,81099,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81099 (OR4F17),,
4547,OR4K1,ENSG00000155249,R-HSA-9752946,Expression and translocation of olfactory receptors,122740,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 122740 (OR4K14),,
4548,OR4K2,ENSG00000165762,R-HSA-9752946,Expression and translocation of olfactory receptors,390431,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390431 (OR4K2),,
4549,OR4K5,ENSG00000176281,R-HSA-9752946,Expression and translocation of olfactory receptors,79317,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79317 (OR4K5),,
4550,OR4K13,ENSG00000176253,R-HSA-9752946,Expression and translocation of olfactory receptors,390433,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390433 (OR4K13),,
4551,OR4K15,ENSG00000169488,R-HSA-9752946,Expression and translocation of olfactory receptors,81127,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81127 (OR4K15),,
4552,OR4K17,ENSG00000176230,R-HSA-9752946,Expression and translocation of olfactory receptors,390436,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390436 (OR4K17),,
4553,OR4L1,ENSG00000176246,R-HSA-9752946,Expression and translocation of olfactory receptors,122742,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 122742 (OR4L1),,
4554,OR4M1,ENSG00000176299,R-HSA-9752946,Expression and translocation of olfactory receptors,441670,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 441670 (OR4M1),,
4555,OR4M2,ENSG00000274102,R-HSA-9752946,Expression and translocation of olfactory receptors,118568804,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 118568804 (OR4M2B),,
4556,OR4N2,ENSG00000176294,R-HSA-9752946,Expression and translocation of olfactory receptors,390429,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390429 (OR4N2),,
4557,OR4N4,ENSG00000279408,R-HSA-9752946,Expression and translocation of olfactory receptors,283694,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283694 (OR4N4),,
4558,OR4N5,ENSG00000184394,R-HSA-9752946,Expression and translocation of olfactory receptors,390437,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390437 (OR4N5),,
4559,OR4P4,ENSG00000181927,R-HSA-9752946,Expression and translocation of olfactory receptors,81300,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81300 (OR4P4),,
4560,OR4S2,ENSG00000174982,R-HSA-9752946,Expression and translocation of olfactory receptors,219431,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219431 (OR4S2),,
4561,OR4X2,ENSG00000172208,R-HSA-9752946,Expression and translocation of olfactory receptors,119764,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 119764 (OR4X2),,
4562,OR5A1,ENSG00000172320,R-HSA-9752946,Expression and translocation of olfactory receptors,219982,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219982 (OR5A1),,
4563,OR5A2,ENSG00000172324,R-HSA-9752946,Expression and translocation of olfactory receptors,219981,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219981 (OR5A2),,
4564,OR5AK2,ENSG00000181273,R-HSA-9752946,Expression and translocation of olfactory receptors,390181,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390181 (OR5AK2),,
4565,OR5AN1,ENSG00000176495,R-HSA-9752946,Expression and translocation of olfactory receptors,390195,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390195 (OR5AN1),,
4566,OR5AR1,ENSG00000172459,R-HSA-9752946,Expression and translocation of olfactory receptors,219493,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219493 (OR5AR1),,
4567,OR5AS1,ENSG00000181785,R-HSA-9752946,Expression and translocation of olfactory receptors,219447,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219447 (OR5AS1),,
4568,OR5AU1,ENSG00000169327,R-HSA-9752946,Expression and translocation of olfactory receptors,390445,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390445 (OR5AU1),,
4569,OR5B3,ENSG00000172769,R-HSA-9752946,Expression and translocation of olfactory receptors,441608,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 441608 (OR5B3),,
4570,OR5B12,ENSG00000172362,R-HSA-9752946,Expression and translocation of olfactory receptors,390191,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390191 (OR5B12),,
4571,OR5B17,ENSG00000197786,R-HSA-9752946,Expression and translocation of olfactory receptors,219965,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219965 (OR5B17),,
4572,OR5D13,ENSG00000279761,R-HSA-9752946,Expression and translocation of olfactory receptors,390142,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390142 (OR5D13),,
4573,OR5D14,ENSG00000186113,R-HSA-9752946,Expression and translocation of olfactory receptors,219436,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219436 (OR5D14),,
4574,OR5D16,ENSG00000205029,R-HSA-9752946,Expression and translocation of olfactory receptors,390144,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390144 (OR5D16),,
4575,OR5D18,ENSG00000186119,R-HSA-9752946,Expression and translocation of olfactory receptors,219438,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219438 (OR5D18),,
4576,OR5F1,ENSG00000149133,R-HSA-9752946,Expression and translocation of olfactory receptors,338674,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 338674 (OR5F1),,
4577,OR5H1,ENSG00000231192,R-HSA-9752946,Expression and translocation of olfactory receptors,403273,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 403273 (OR5H14),,
4578,OR5H2,ENSG00000197938,R-HSA-9752946,Expression and translocation of olfactory receptors,79310,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79310 (OR5H2),,
4579,OR5H6,ENSG00000230301,R-HSA-9752946,Expression and translocation of olfactory receptors,79295,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79295 (OR5H6),,
4580,OR5H14,ENSG00000236032,R-HSA-9752946,Expression and translocation of olfactory receptors,403273,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 403273 (OR5H14),,
4581,OR5H15,ENSG00000233412,R-HSA-9752946,Expression and translocation of olfactory receptors,403274,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 403274 (OR5H15),,
4582,OR5J2,ENSG00000174957,R-HSA-9752946,Expression and translocation of olfactory receptors,282775,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 282775 (OR5J2),,
4583,OR5K4,ENSG00000196098,R-HSA-9752946,Expression and translocation of olfactory receptors,403278,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 403278 (OR5K4),,
4584,OR5L1,ENSG00000279395,R-HSA-9752946,Expression and translocation of olfactory receptors,219437,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219437 (OR5L1),,
4585,OR5L2,ENSG00000205030,R-HSA-9752946,Expression and translocation of olfactory receptors,26338,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26338 (OR5L2),,
4586,OR5M1,ENSG00000255012,R-HSA-9752946,Expression and translocation of olfactory receptors,219487,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219487 (OR5M11),,
4587,OR5M3,ENSG00000174937,R-HSA-9752946,Expression and translocation of olfactory receptors,219482,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219482 (OR5M3),,
4588,OR5M11,ENSG00000255223,R-HSA-9752946,Expression and translocation of olfactory receptors,219487,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219487 (OR5M11),,
4589,OR5P3,ENSG00000182334,R-HSA-9752946,Expression and translocation of olfactory receptors,120066,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 120066 (OR5P3),,
4590,OR8U3,ENSG00000279961,R-HSA-9752946,Expression and translocation of olfactory receptors,219479,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219479 (OR8U3),,
4591,OR5T1,ENSG00000181698,R-HSA-9752946,Expression and translocation of olfactory receptors,390155,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390155 (OR5T1),,
4592,OR5T2,ENSG00000181718,R-HSA-9752946,Expression and translocation of olfactory receptors,219464,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219464 (OR5T2),,
4593,OR5T3,ENSG00000172489,R-HSA-9752946,Expression and translocation of olfactory receptors,390154,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390154 (OR5T3),,
4594,OR5V1,ENSG00000243729,R-HSA-9752946,Expression and translocation of olfactory receptors,81696,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81696 (OR5V1),,
4595,OR5W2,ENSG00000187612,R-HSA-9752946,Expression and translocation of olfactory receptors,390148,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390148 (OR5W2),,
4596,OR6B2,ENSG00000182083,R-HSA-9752946,Expression and translocation of olfactory receptors,389090,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 389090 (OR6B2),,
4597,OR6C1,ENSG00000205330,R-HSA-9752946,Expression and translocation of olfactory receptors,390321,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390321 (OR6C1),,
4598,OR6C6,ENSG00000188324,R-HSA-9752946,Expression and translocation of olfactory receptors,403282,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 403282 (OR6C65),,
4599,OR6C74,ENSG00000197706,R-HSA-9752946,Expression and translocation of olfactory receptors,254783,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 254783 (OR6C74),,
4600,OR6F1,ENSG00000169214,R-HSA-9752946,Expression and translocation of olfactory receptors,343169,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 343169 (OR6F1),,
4601,OR6J1,ENSG00000255804,R-HSA-9752946,Expression and translocation of olfactory receptors,79549,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79549 (OR6J1),,
4602,OR6K2,ENSG00000196171,R-HSA-9752946,Expression and translocation of olfactory receptors,81448,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81448 (OR6K2),,
4603,OR6K3,ENSG00000203757,R-HSA-9752946,Expression and translocation of olfactory receptors,391114,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 391114 (OR6K3),,
4604,OR6M1,ENSG00000196099,R-HSA-9752946,Expression and translocation of olfactory receptors,390261,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390261 (OR6M1),,
4605,OR6N1,ENSG00000197403,R-HSA-9752946,Expression and translocation of olfactory receptors,128372,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 128372 (OR6N1),,
4606,OR6N2,ENSG00000188340,R-HSA-9752946,Expression and translocation of olfactory receptors,81442,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81442 (OR6N2),,
4607,OR6P1,ENSG00000186440,R-HSA-9752946,Expression and translocation of olfactory receptors,128366,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 128366 (OR6P1),,
4608,OR6T1,ENSG00000181499,R-HSA-9752946,Expression and translocation of olfactory receptors,219874,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219874 (OR6T1),,
4609,OR6V1,ENSG00000225781,R-HSA-9752946,Expression and translocation of olfactory receptors,346517,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 346517 (OR6V1),,
4610,OR6X1,ENSG00000221931,R-HSA-9752946,Expression and translocation of olfactory receptors,390260,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390260 (OR6X1),,
4611,OR6Y1,ENSG00000197532,R-HSA-9752946,Expression and translocation of olfactory receptors,391112,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 391112 (OR6Y1),,
4612,OR7A5,ENSG00000188269,R-HSA-9752946,Expression and translocation of olfactory receptors,26659,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26659 (OR7A5),,
4613,OR7E24,ENSG00000237521,R-HSA-9752946,Expression and translocation of olfactory receptors,26648,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26648 (OR7E24),,
4614,OR7G2,ENSG00000170923,R-HSA-9752946,Expression and translocation of olfactory receptors,390882,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390882 (OR7G2),,
4615,OR8A1,ENSG00000196119,R-HSA-9752946,Expression and translocation of olfactory receptors,390275,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390275 (OR8A1),,
4616,OR8B2,ENSG00000284680,R-HSA-9752946,Expression and translocation of olfactory receptors,26595,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26595 (OR8B2),,
4617,OR8B3,ENSG00000284609,R-HSA-9752946,Expression and translocation of olfactory receptors,390271,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390271 (OR8B3),,
4618,OR8B8,ENSG00000197125,R-HSA-9752946,Expression and translocation of olfactory receptors,26493,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26493 (OR8B8),,
4619,OR8D1,ENSG00000196341,R-HSA-9752946,Expression and translocation of olfactory receptors,283159,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283159 (OR8D1),,
4620,OR8D2,ENSG00000279116,R-HSA-9752946,Expression and translocation of olfactory receptors,283160,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283160 (OR8D2),,
4621,OR8G5,ENSG00000255298,R-HSA-9752946,Expression and translocation of olfactory receptors,219865,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219865 (OR8G5),,
4622,OR8H1,ENSG00000181693,R-HSA-9752946,Expression and translocation of olfactory receptors,219469,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219469 (OR8H1),,
4623,OR8H2,ENSG00000181767,R-HSA-9752946,Expression and translocation of olfactory receptors,390151,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390151 (OR8H2),,
4624,OR8H3,ENSG00000181761,R-HSA-9752946,Expression and translocation of olfactory receptors,390152,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390152 (OR8H3),,
4625,OR8I2,ENSG00000172154,R-HSA-9752946,Expression and translocation of olfactory receptors,120586,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 120586 (OR8I2),,
4626,OR8J1,ENSG00000172487,R-HSA-9752946,Expression and translocation of olfactory receptors,219477,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219477 (OR8J1),,
4627,OR8J3,ENSG00000167822,R-HSA-9752946,Expression and translocation of olfactory receptors,81168,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 81168 (OR8J3),,
4628,OR8K1,ENSG00000150261,R-HSA-9752946,Expression and translocation of olfactory receptors,390157,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390157 (OR8K1),,
4629,OR8K3,ENSG00000280314,R-HSA-9752946,Expression and translocation of olfactory receptors,219473,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219473 (OR8K3),,
4630,OR8K5,ENSG00000181752,R-HSA-9752946,Expression and translocation of olfactory receptors,219453,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219453 (OR8K5),,
4631,OR8S1,ENSG00000284723,R-HSA-9752946,Expression and translocation of olfactory receptors,341568,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 341568 (OR8S1),,
4632,OR8U1,ENSG00000172199,R-HSA-9752946,Expression and translocation of olfactory receptors,219417,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219417 (OR8U1),,
4633,OR9A2,ENSG00000179468,R-HSA-9752946,Expression and translocation of olfactory receptors,135924,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 135924 (OR9A2),,
4634,OR9A4,ENSG00000258083,R-HSA-9752946,Expression and translocation of olfactory receptors,130075,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 130075 (OR9A4),,
4635,OR9G1,ENSG00000174914,R-HSA-9752946,Expression and translocation of olfactory receptors,504191,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 504191 (OR9G9),,
4636,OR9G4,ENSG00000172457,R-HSA-9752946,Expression and translocation of olfactory receptors,283189,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283189 (OR9G4),,
4637,OR9I1,ENSG00000172377,R-HSA-9752946,Expression and translocation of olfactory receptors,219954,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219954 (OR9I1),,
4638,OR9K2,ENSG00000170605,R-HSA-9752946,Expression and translocation of olfactory receptors,441639,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 441639 (OR9K2),,
4639,OR10A2,ENSG00000170790,R-HSA-9752946,Expression and translocation of olfactory receptors,341276,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 341276 (OR10A2),,
4640,OR10A4,ENSG00000170782,R-HSA-9752946,Expression and translocation of olfactory receptors,283297,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 283297 (OR10A4),,
4641,OR10A6,ENSG00000279000,R-HSA-9752946,Expression and translocation of olfactory receptors,390093,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390093 (OR10A6),,
4642,OR10A7,ENSG00000179919,R-HSA-9752946,Expression and translocation of olfactory receptors,121364,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 121364 (OR10A7),,
4643,OR10AG1,ENSG00000174970,R-HSA-9752946,Expression and translocation of olfactory receptors,282770,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 282770 (OR10AG1),,
4644,OR10C1,ENSG00000206474,R-HSA-9752946,Expression and translocation of olfactory receptors,442194,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 442194 (OR10C1),,
4645,OR10G6,ENSG00000198674,R-HSA-9752946,Expression and translocation of olfactory receptors,79490,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 79490 (OR10G6),,
4646,OR10G7,ENSG00000182634,R-HSA-9752946,Expression and translocation of olfactory receptors,390265,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 390265 (OR10G7),,
4647,OR10G8,ENSG00000234560,R-HSA-9752946,Expression and translocation of olfactory receptors,219869,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219869 (OR10G8),,
4648,OR10H2,ENSG00000171942,R-HSA-9752946,Expression and translocation of olfactory receptors,26538,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26538 (OR10H2),,
4649,OR10H5,ENSG00000172519,R-HSA-9752946,Expression and translocation of olfactory receptors,284433,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 284433 (OR10H5),,
4650,OR10J1,ENSG00000196184,R-HSA-9752946,Expression and translocation of olfactory receptors,26476,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 26476 (OR10J1),,
4651,OR10J5,ENSG00000184155,R-HSA-9752946,Expression and translocation of olfactory receptors,127385,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 127385 (OR10J5),,
4652,OR10K1,ENSG00000173285,R-HSA-9752946,Expression and translocation of olfactory receptors,391109,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 391109 (OR10K1),,
4653,OR10K2,ENSG00000180708,R-HSA-9752946,Expression and translocation of olfactory receptors,391107,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 391107 (OR10K2),,
4654,OR10Q1,ENSG00000180475,R-HSA-9752946,Expression and translocation of olfactory receptors,219960,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 219960 (OR10Q1),,
4655,OR10R2,ENSG00000198965,R-HSA-9752946,Expression and translocation of olfactory receptors,343406,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 343406 (OR10R2),,
